id,filename,speaker,tags,transcription,
905,LanceLynn-CalMay.mp3,cal may,lance lynn cal may,how good was it just to see this team get the win,
906,Lou%20Brock.wav,lou brock,lou brock enjoying show base burgley,again I am enjoying the show,
907,MADE%20A%20MILLI.mp3,tim,milli million,oooh you just made a milli,
908,MAKE%20IT%20HAPPEN%20MOZELIAK.mp3,unknown man,happen mozeliak ,make it happen mozeliak,
909,MAKE%20LOVE%20ALL%20NIGHT.mp3,frank cusumano,frank champagne,pop the champagne and make love all night,
910,MAKE%20LOVE-FRANK.mp3,frank cusumano,frank sex,I wanna make love,
911,MAKE%20MY%20ASS%20SEXY-MIKE%20LEE.mp3,mike lee,sexy mike lee sexy,it make my ass sexy,
912,MAKE%20PICKS=$$.mp3,tim,picks bets money,I make picks you make money,
913,MAKE%20SURE%20ITS%20CRISPY.wav,cat,crispy,and make sure its crispy,
914,MAKEOUT%20WITH%20MARRIED%20GUY.mp3,cat,make out married guy,how do you know its time to make out with another married guy,
915,MAKES%20YOU%20GAY%20TOO.wav,willy,willy gay,well when you get lured to a house and you think its a girl and you find out its a gentleman that makes you gay too,
916,MAKING%20OUT%20WITH%20BOYS.mp3,tim,makeout boys gay,oh you finna me making out with some boys,
917,MALE%20GENITALS.mp3,tim,remotes male genitalia,these setups on remotes lend to you guys seeing a lot of male genitalia,
918,MALE%20GUY%20ON%20VIEW.mp3,cat,view,I wanna be the male guy on the view,
919,MALE%20WHORES-LARRY.mp3,larry nickel,male whores larry,male whores,
920,MAN%20BEEF.mp3,tim,man beef patty,its a nice thick patty of man beef,
921,MAN%20GRAVY.mp3,tim,man gravy,man gravy especially,
922,MAN%20OF%20THE%20PEOPLE.mp3,prodjoe,prodjoe,maybe im just a man of the people,
923,MAN%20STARE.wav,alpena,stare alpena,it was like a man stare together,
924,MAN%20WHORE.mp3,jimmy the bull,whore bull manwhore,"jim im just a man whore, I admit it, thats just who I am",
925,MANAGEMENT%20TIMBER.wav,doug,management timber,boy you are management timber,
926,MANAGMENT%20BITCH.mp3,tim,management,thats management bitch,
927,MANUAL%20LABOR.mp3,tim,private school manual labor,I mean I went to slu high I dont have to do manual labor,
928,MANZIEL.wav,jonny manziel,manziel awesome,um thats awesome,
929,MARK%20MCGWIRE%20PENIS.mp3,tim,mcgwire penis,oh look theres mark mcgwires penis,
930,MARKETING-TIM.mp3,tim,marketing,oh marketing marketing marketing,
931,MARP.wav,tim,marp ,marp,
932,MARTIN%20KILCOYNE.mp3,cat,martin kilcoyne,martin kilcoyne,
933,MASS%20HYSTERIA.wav,bill murray,murray hysteria,human sacrifice dogs and cats living together mass hysteria,
934,MASSAGE%20YOUR%20CHEST.mp3,tim,massage chest,ill massage your chest bro,
935,MASTURBATING-ADAM.mp3,caller adam,adam masterbating,fifth and sixth grade that was my whole life was masterbating ,
936,MATHENY%20WOW.mp3,mike matheny,matheny wow,I think thats all I got wow,
937,MATT%20THE%20BAT.wav,matt carpenter ,mmm carpenter ,mmmm,
938,MATTER%20W%20YOU.mp3,cat,matter,whats the matter with you,
939,MAUK%20=%20BIEBER.wav,joe strauss,strauss mauk maty,maty mauk the columbia bieber,
940,MAUK%20WAR%20CRY.mp3,maty mauk,maty mauk cocaine,awwwwww,
941,MAYBE%20A%20LITTLE.mp3,janie the lesbian,janie ,maybe a little,
942,ME%20CHAMBERS-JANIE.mp3,janie the lesbian,chambers janie,spent a lot of time in me chambers,
943,MEDIA%20BADGE-STRAUSS.mp3,joe strauss,strauss rightsholder,I look forward to cats next media project for the next badge,
944,MEDIA%20EAT.mp3,jay jr,media eat,boy theres nothing like seeing the media eat,
945,MEDIA%20LAUGH.wav,unknown man,laugh media,hahahaha,
946,MERRY%20XMAS%20(LARRY).wav,larry nickel,christmas xmas santa holidays larry,ho ho ho merry christmas,
947,"MET%20GIRLS,%20NOT%20REALLY.mp3",willy,willy ,met some girls not really,
948,METAL%20PECKER.mp3,tim,pecker,well I have a metal pecker,
949,MFF%20vs%20MMF.mp3,prodjoe,mmf mff prodjoe,"yea yea yea male female female, as opposed to the more popular male male female",
950,MIKE%20LEE-FAT%20ALBERT.mp3,mike lee,mike lee fat albert,hey hey hey fat albert,
951,MIKE%20LEE-HOT%20DOGS%20MAKE%20YOU%20FAT.mp3,mike lee,hot dogs mike lee fat,hot dogs make you fat,
952,MIKE%20LEE-SHUT%20UP%20DOUG.mp3,mike lee,shut up doug mike lee,ah shut up doug,
953,MIKE%20LEE-TIM%20LEMMING.mp3,mike lee,mike lee best radio lemming,you know who the best at radio is.  Tim.,
954,MILD%20FOOT%20FETISH.mp3,larry nickel,larry foot fetish fff ,its not his fault hes got a mild foot fetish,
955,MILK%20PROSTATE.mp3,tim,prostate milked,clearly a lot of our audience enjoys having their prostate milked,
956,MINI%20STROKE.wav,doug,stroke,I had a mini stroke,
957,MISCHEVIOUS.wav,doug,mischevious,were just mischevious madcalfs,
958,MISSING%20BUNNIES.wav,plowboy,bunnies,missing bunnies,
959,MISSOURI%20CIGS.mp3,plowboy,missouri cigs ciggerrettes,missouri has cheap cigs,
960,MMHMM.mp3,doug,mmhmm,mmhmm ,
961,MOIST%20MOUTH.mp3,tim,mouth moist,to keep my mouth moist for you,
962,MOMMY%20TOLIET.mp3,unknown woman,mommy toiler,ew mommy go look in the toilet,
963,MONEY%20SHOT.mp3,timberfake,money shot timberfake,just gave him the money shot,
964,MONEY=SHOW.mp3,tim,broker,if you have a checkbook and a check that doesnt bounce you have a show,
965,MOOD%20FOR%20BOTTOMING.mp3,tim,bottoming mood bottom,im in the mood for bottoming,
966,MORE%20KIDS.wav,charlie,charlie kids,lets have more kids,
967,MORE%20SAWCE.wav,tim,sauce sawce,I like more sawce,
968,MORE%20SOFT%20THAN%20DEEP.mp3,jay jr,soft deep ,more soft than deep,
969,MOUNTAIN%20DEW.wav,unknown man,jacked ,im all jacked up on mountain dew,
970,MOUTH%20FULL.wav,tim,mouth full,you have had your mouth full all morning sir,
971,MOUTH%20WATCHING-TIM.mp3,tim,mouth,I like watching your mouth bro,
972,MOUTHFUL%20DELICIOUS.wav,unknown woman,mouth mouthful,its a mouthful and its delicious ,
973,MOVES%20DOWN%20THERE.mp3,doug,moves,I think he has pretty good moves down there ,
974,MOVING%20TARGET-GOOLD.mp3,derrick goold,goold target,youre a moving target doug,
975,MOZELIAK-CAT%20BACK%20TO%20YOU.mp3,john mozeliak,mozeliak jim fsn midwest,well Jim back to you,
976,MY%20BOY%20DRAKE-RYAN%20KELLEY.mp3,ryan kelley,drake ryan kelley,dont forget about my boy drake,
977,MY%20BROTHERS%20ARE%20HOT.mp3,charlie,brothers hot charlie,I think both of my brothers are hot,
978,MY%20NEW%20FRIEND.mp3,jimmy the bull,bull friend,I consider you my new friend,
979,MY%20OFFICE.mp3,tim,office,get out of my office,
980,MY%20STUFF.wav,charlie,stuff,just showing people my stuff,
981,NAILED%20IT.wav,douglas,douglas told ya,I tolds ya,
982,NAKED%20GUY%20IN%20BED.mp3,brian hoffman,hoffman naked guy,its just a naked guy in bed,
983,NAKED%20MALE%20VIDEOS.mp3,frank cusumano,frank naked males,quit sending us naked video of males ok,
984,NAKED%20MOTHER-IN-LAW.mp3,frank cusumano,frank mother naked,I saw my mother in law without any clothes this weekend,
985,NAME%20A%20TOPIC.mp3,cat,cat topic,name a topic big man,
986,NATTY%20NATE%20SNOOTFUL.mp3,natty nate,nate snootful,hes a snootful,
987,NAUGHTY%20DREAMS.mp3,tim,dreams naughty sleep,I find myself in a deep sleep having naughty dreams,
988,NAUGHTY%20JOCK%20STRAP.mp3,tim,naughty jock strap,I just wear a naughty jock strap,
989,NAUGHTY%20NAUGHTY%20TIME.mp3,cat,naughty time cat,naughty naughty time,
990,NAUGHTY%20VIDEOS%20OF%20CURIOUS%20FINGERS.mp3,tim,curious fingers,I like pictures and videos of curious fingers and such,
991,NEED%20A%20SHRUB%20ON%20THAT%20ONE.wav,cat,shrub,you need a shrub on that one over there,
992,NEEDS%20TO%20KNOW.mp3,tim,doug needs,doug needs to know,
993,NEENER%20NEENER.wav,tim,neener,neener neener neener,
994,NEIGHBORHOOD%20LADIES.mp3,cat,show off ladies,show yourself off to the neighborhood ladies,
995,NELLYS%20HOME.mp3,tim,nelly,ooooh nellys home,
996,NELLYVILLE.mp3,plowboy,nellyville,oh yea nellyville,
997,NEVER%20BE%20AS%20COOL%20AS%20TIM-CAT.mp3,cat,lemming cool,ill never be as cool as you tim,
998,NEVER%20DONE%20STEROIDS.wav,charlie,steroids charlie hgh,again ive never done steroids,
999,NEW%20MATERIAL.mp3,charlie,new material charlie,I like the new material,
1000,NEW%20TV.wav,aj clemente,van tieu too news broadcast nbc north dakota,hi im van too ,
1001,NEWS%20U%20CAN%20USE.wav,cat,news,news you can use,
1002,"NEWS,%20SWEETHEART.mp3",charlie,news sweetheart ,im in the news sweetheart,
1003,NEWS.wav,joe strauss,news strauss,ive got news for you,
1004,NEXT%20PLEASE.wav,charlie,next,next please,
1005,NEXT%20TOPIC.mp3,charlie,next topic,next topic,
1006,NICE%20ATTITUDE.mp3,doug,attitude ,dont you have a nice little attitude ,
1007,NICE%20NIPPLES.mp3,jimmy the bull,bull nipples,he said he had nice nipples,
1008,NICE%20ON%20DOUG-LARRY.mp3,larry,nice larry,hah nice one doug,
1009,NICE%20QUESTION%20DOUG.mp3,rick hummel ,question hummel,thats a nicely phrased question doug,
1010,NICE%20RACK%20DOUG.mp3,cat,rack boobs,ya got a nice rack doug,
1011,NIKI%20MINAJ-DENNY.mp3,denny,denny friendlys minaj,nicky minaj mixed fusion mascato,
1012,NIPPLE%20COVERS.wav,unknown man,nipples,nipple covers,
1013,NIPPLE%20HAIR.mp3,cat,nipple hair shrub,five inch nipple hair,
1014,NIPPLES%20ARE%20HARD.mp3,unknown man,wwe hard nipples excited,my nipples are hard I am excited,
1015,NIPPLES%20ARE%20SENSITIVE.mp3,plowboy,sensitive nipples plowboy,nipples are sensative,
1016,NO%20BALLS%20ABOUT%20FISHER.mp3,Rich from Maryland Heights,rich jeff fischer fisher nfl rams,you dont have the balls to answer whether or not you think jeff fischer should come back or not,
1017,NO%20COACH%20CAN%20TAKE%20WHISTLE.mp3,charlie,charlie coach whistle,aint a coach in this gym that can take this whistle from me,
1018,NO%20CUCKLIFE.mp3,plowboy,plowboy cucklife,theres no cucklife,
1019,NO%20ENEMIES.mp3,plowboy,enemies plowboy,I have no enemies,
1020,NO%20HOLES-JACKIE.mp3,jackie,jackie holes,I have no holes,
1021,NO%20INFECTION.mp3,weezer,weezer infection,you dont want to get an infection,
1022,NO%20INTEREST%20IN%20DOUG.mp3,unknown man,interest,I have no interest in doug sexually,
1023,NO%20MISTRESSES.mp3,ryan kelley,kelley mistresses,you know what my wife says no mistresses, 
1024,NO%20NO%20NO.mp3,tim,no,no no no no,
1025,NO%20ONE%20LISTENING.wav,matt holliday ,holliday listening,you dont have to worry what you say because no ones listening,
1026,NO%20SEXUAL%20URGE.wav,frank cusumano,frank sexual urge,no sexual urge at all,
1027,NO%20SHOW=NO%20COACH.mp3,charlie,coach ,"if youre a HC or GM in this town and you dont have the backing of this show, your not long for STL",
1028,"NO,%20NO,%20NO,%20NO.mp3",plowboy,no ,no no no no,
1029,NOT%20A%20BASEBALL%20GUY.mp3,charlie,charlie baseball,your not a baseball guy,
1030,NOT%20A%20MAN.wav,cat,man,youre not a man,
1031,NOT%20A%20MIZZOU%20FAN.mp3,unknown man,mizzou fan,I understand amber that youre a big mizzou fan,
1032,NOT%20A%20TERRIBLE%20QUESTION%20(STRAUSS).mp3,joe strauss,good question strauss,that isnt a terrible question,
1033,NOT%20A%20WAVE%20GUY.mp3,cat,wave,im not really a wave guy,
1034,NOT%20A%20WOMAN.wav,doug,woman,I am not a woman,
1035,NOT%20COUNT%20ON%20ME.wav,charlie,count charlie,I like people to not count on me,
1036,NOT%20FACTUAL.wav,tim,wrong,not factually correct sir,
1037,NOT%20FUN%20IN%20BED.mp3,unknown man,fun bed,I dont think that youd be much fun in bed,
1038,NOT%20GOOD%20ENGLISH.mp3,unknown man,language english,thats not good english I guess,
1039,NOT%20HEFTY.mp3,charlie,weight hefty charlie,nor do I think im hefty,
1040,NOT%20IN%20FAVOR.mp3,doug,favor,im not in favor of that,
1041,NOT%20MY%20BODY.mp3,doug,body,it had nothing to do with my body,
1042,NOT%20REALLY.wav,willy,not really,not really,
1043,NOT%20RESPECTED%20JOURNALIST.mp3,charlie,respected journalist charlie,first of all im not a respected journalist,
1044,NOT%20SORRY.mp3,big al,sorry al,im not sorry at all,
1045,NOT%20THAT%20GREAT%20FOR%20US%20.mp3,doug,great,thats not that great for us,
1046,NOT%20TOUCHED.wav,alpena,touched alpena,no I was not touched,
1047,NOT%20YET.mp3,ken hitchcock,hitchcock yet,not yet,
1048,NOW%20ITS%20AWKWARD.mp3,doug,awkward,now its awkward,
1049,NOW%20STOP%20THAT.wav,doug,stop,now stop that,
1050,NUDE%20PICS.mp3,charlie,nude picture,releasing a nude is a good way to get people talking about you again,
1051,NUTBAR-LARRY.mp3,larry nickel,omega nutbar metobolic meal larry,omega nutbear,
1052,NUTBAR.wav,tim,nutbar metobolic meal,nutbar,
1053,NUTS%20ON%20IT.mp3,charlie,nuts  charlie,all kind of little nuts on there doug,
1054,OFF%20AND%20ON.mp3,larry nickel,larry off,off and on,
1055,OFF%20THE%20AIR.mp3,tim,off air,get this mother effer off the air,
1056,OFFICE%20PEEKABOO.wav,doug,peekaboo,I enjoy playing office peekaboo from time to time,
1057,OH%20BUDDY.wav,plowboy,plowboy high buddy,oooh buddy,
1058,OH%20DOUG%20WOW!.wav,tim,wow,oh doug wow,
1059,OH%20GOSH%20YEA-EISEN.mp3,rich eisen,gosh yea eisen,oh gosh yea,
1060,OH%20MIKE.wav,cat,mike,oh mike,
1061,OH%20MY%20GOD.mp3,unknown man,god omg,oh my god,
1062,OH%20PIPE%20DOWN.wav,kay adams,pipe down kay,oh pipe down,
1063,OH%20REALLY.wav,willy,really willy,oh really,
1064,OHHH.mp3,charlie,charlie oh,ooh,
1065,OK%20BABY.mp3,tim,ok baby,ok baby,
1066,OLD%20FASHION%20HOLE.wav,plowboy,plowboy hole,I just digged myself an old fashioned hole didnt i,
1067,OLD%20FAT%20MARRIED%20WOMEN.mp3,unknown woman,married women fat,old fat married women,
1068,OLD%20GUYS%20WANT%20TO%20SLEEP%20WITH%20DOUG.mp3,tim,callers sleep hot,I think its hotter when older guys call in and say they want to sleep with doug,
1069,OLLI%20JOKINEN.mp3,charlie,olli jokinen charlie,im like the olli jokinen of this show,
1070,OMAHA.wav,peyton manning,omaha peyton manning,omaha,
1071,OMG.wav,doug,omg ,omg,
1072,"ON%20ME,%20NOT%20IN%20ME.wav",cat,cat on me,I had it on me not in me,
1073,ON%20THE%20AIR.wav,tim,on air live,yea im on the air right now,
1074,ON%20YOUR%20SHOW.wav,matt holliday ,holliday show,I dont understand why nobody wants to be on your show,
1075,ONE%20INCH%20WOBBLERS.mp3,plowboy,plowboy wobblers,one in wobblers,
1076,ONLY%20DRINK%20WHEN%20I%20SMOKE-CHASER.mp3,kelly chase,chase drink smoke,I only drink when I smoke,
1077,OOH%20LA%20LA.wav,willy,willy lala,ooh lala,
1078,OOO.wav,tim,ooo ,ooooohoohoohoo,
1079,OOOH.wav,unknown man,aroused oooh,oooh,
1080,OOOO.wav,unknown woman,oooo,ooooo,
1081,OPEN%2024%20HOURS%20(2).wav,mike lee,steak shake mike lee hours open,open 24 hours,
1082,OPEN%20YOUR%20MOUTH.wav,tim,open mouth ,you open your mouth and ill stick something in it,
1083,ORAL%20STIMULATION.mp3,plowboy,oral stimulation plowboy,oral stimulation ,
1084,ORGASMS.mp3,tim,orgasms,I try to experience as many orgasms as possible,
1085,ORIFICE%20.mp3,joe strauss,strauss orifice,got it taken up an orifice,
1086,OUR%20LITTLE%20D.wav,doug,little d,our little d,
1087,OUT%20FOR%20MONTH.mp3,cat,out,tim cant come in for a month,
1088,OUTRAN%20GAY%20GENTLEMEN.mp3,timberfake,outran guy guys timberfake,I outran 200 gay guys at SNL,
1089,OUTSTANDING%20RADIO.mp3,joe strauss,strauss outstanding radio,outstanding radio guys,
1090,OWN%20STATION.mp3,doug,own station parking lot,you own this station lock stock and parking lot,
1091,P%20BOY-TIMBERFAKE.mp3,timberfake,timberfake p boy,im tired of people thinking im a pboy,
1092,PAID%20ESCALDE.wav,frank cusumano,frank paid escalade ,im about to get paid in the escalade,
1093,PAINT%20CHESTS.mp3,tony messenger,stepdad messenger chest,my stepdad and I used to paint each others chest,
1094,PAINT%20ME.wav,tim,paint french ,doug paint me like one of your french girls,
1095,PAIZANS.wav,dick vitale,vitale hot take ncaa basketball march,all the paizans are going to be jumping for joy,
1096,PATONTHEASS.wav,tim,ass pat,we got a little pat on the ass,
1097,PAWN%20SOME%20FRIES.wav,tim,pawn fries,pawn some fries,
1098,PAY%20STRAIGHT%20CASH.mp3,plowboy,plowboy cash pay,oh I pay him straight cash,
1099,PEACH%20FUZZ.mp3,unknown woman,peach fuzz shrub,pull out my peach fuzz,
1100,PEEPEE%20DANCE.wav,doug,peepee dance,doing the peepee dance,
1101,PEOPLE%20ARE%20DUMB.mp3,unknown man,people dumb,people um are dumb,
1102,PEOPLE%20ASK%20US%20IF%20WE'RE%20HORNY.wav,willy,willy horny,you know people constantly ask us in the morning if were horny,
1103,PEPE%20PLOW%20BOY.wav,doug,pepe plowboy,pepe plowboy,
1104,PERV%20OUT.mp3,tim,perv out,perv out baby perv out,
1105,PERVERT.wav,tim,pervert,im a pervert,
1106,PETIT%20LESBIAN.mp3,doug,petite lesbian ,hello petite lesbian,
1107,PHILLY.mp3,alpena,philly alpena,I dont know what theyre doing in philly man,
1108,PICKED%20THEM%20TO%20WIN%20DONT%20KNOW%20WHY-GABE.mp3,gabe dearmond ,gabe picked win,I picked them to win and I dont really know why,
1109,PICKING%20UP%20PENCIL-BIG%20AL.mp3,big al,big al pencils,where you picking up the pencils so early doug,
1110,PICS%20OF%20GUYS%20JUNK.mp3,jay jr,jay junk pictures,I just dont understand guys sending pics of other guys junk,
1111,PIERCED%20MY%20NIP%20WITH%20A%20FISH%20HOOK.wav,weezer,weezer nipple pierce fish hook,tried to pierce my nipple with a fishhook,
1112,PIMPIN'S%20PIMPIN.wav,plowboy,pimpin plowboy,do what you gotta do you know pimpins pimpin,
1113,PINCER%20TALK.mp3,cat,cat pincer,were tired of all the pincer talk were fans of tim hes got normal hands doug,
1114,PINK-TAWNY.mp3,tawny,pink tawny,uh it was pink,
1115,PIPE%20N%20SMOKE%20IT-BIG%20AL.mp3,big al,pipe al smoke,put that in your pipe and smoke it,
1116,PISSING%20ME%20OFF.mp3,Vince McMahon,mcmahon wwe mad,youre pissing me off right now,
1117,PITCH%20A%20TENT.mp3,tim,pitch tent,mmm id like to watch you pitch a tent,
1118,PLAY%20BABY%20IS%20A%20KILLER-TIMBERFAKE.mp3,timberfake,timberfake playbaby killer madman psycho,im the playbaby im the madman im the psycho im the killer,
1119,PLAY%20W%20TOYS.wav,doug,toys,they can play with the toys,
1120,PLAY%20WITH%20MY%20DING%20DONG.mp3,unknown man,ding dong,can you play with my ding dong,
1121,PLAYFUL%20HUMOR.wav,plowboy,humor plowboy,just playful humor,
1122,PLAYOFFS%20TODAY.wav,charlie,news ktvi playoffs charlie,if the playoffs started today the blues would play the blackhawks who knocked them out in the first round last season,
1123,PLAYOFFS.mp3,cat,playoffs,playoffs,
1124,PLEASURE%20MYSELF-TIM.mp3,tim,pleasure masterbate,id pleasure myself,
1125,PLEASUREABLE.mp3,plowboy,plowboy pleasure,it is pleasureable ,
1126,PLEASURING%20IN%20MOVIE%20THEATER.mp3,tim,popcorn hole movie,what if I promised to cut the hole out of the bottom of the popcorn,
1127,PLOW%20BOY.wav,plowboy,plowboy ladies,ladies love the plowboy,
1128,PLOWBOY%20GIGGLE.wav,plowboy,plowboy laugh high giggle,hahahah,
1129,PLOWMASTER.mp3,joe strauss,plowmaster strauss,let me ask the plowmaster this,
1130,PLUG%20THIS%20HOLE.mp3,cat,plug hole cat,plug this hole and then that one,
1131,POD%20HIM%20UP.wav,cat ,pod pot louder,pot him up,
1132,POKER%20N%20MASTERBATING.mp3,tim,poker masterbate pleasure,I could see me playing a lot of poker and pleasuring myself four to five times,
1133,PONY%20SHOW%20(DARIN).wav,plowboy,pony ponyshow plowboy,from what I heard these things are a quote ponyshow ,
1134,PONY%20SHOW%20X%201000.mp3,jimmy the bull,pony ponyshow bull,you talk about a pony show and crank it up about a thousand times,
1135,PONY%20SHOW.wav,doug,pony ponyshow,its a ponyshow is what it is,
1136,PONYSHOW%20ALWAYS-LARRY.mp3,larry nickel,lemming pony ponyshow larry,well with tim its always a ponyshow,
1137,PONYSHOW%20PLOWBOY.wav,plowboy,pony ponyshow plowboy,that was a ponyshow in my room,
1138,POOL%20BOY.wav,cat,pool poolboy ,oh poolboy im parched,
1139,POOL%20FILLED%20WITH%20URINE.mp3,tim,pool urine,as deep as a kiddy pool filled with urine,
1140,POT%20'EM%20DOWN.mp3,larry,pot down pod larry,pot him down,
1141,POWDER%20THE%20HAMHOCKS.mp3,charlie,charlie baby powder hamhocks,put a little baby powder between the hamhocks,
1142,POWER%20OF%20DOUG.mp3,jay jr,power jay,do you understand the power of doug,
1143,POWER%20WALK.mp3,janie the lesbian,power walk janie,you can power walk like the dickens,
1144,PREFER%20A%20MAN%20TO%20RUB%20ME.wav,prodjoe,rub gentleman,yes im a gentleman I prefer a man to rub me down,
1145,PREFER%20NOT%20TO%20HAVE%20SEX.mp3,unknown man,abstinent graysexual,when im with a guy I prefer that we dont have sex,
1146,PRETTY%20GOOD%20MAN.wav,unknown man,good,whooo that was pretty good man,
1147,PRETTY%20HOT.wav,unknown man,hot,thats pretty hot,
1148,PRETTY%20YOUNG%20THING.mp3,jay jr,pretty jay,wow what a pretty young thing she is,
1149,PRO%20BOOB.mp3,jay jr,jay pro boob,im pro boob as you know,
1150,PRO%20DOUG-GOOLD.mp3,derrick goold,pro goold,well im pro doug,
1151,PRO%20PLOWBOY.wav,charlie,pro plowboy charlie,I am pro plowboy,
1152,PUCKERED%20UP.wav,unknown man,puckered,you can get a little puckered up,
1153,"PUMPED%20UP,%20EY.wav",unknown man,pumped,got pumped up eh,
1154,PURCHASE%20BUTT%20SHRUBS.wav,cat,butt shrubs cat,where would you purchase butt shrubs,
1155,PUT%20A%20SOCK%20IN%20IT.mp3,larry nickel,sock larry,doug would you put a sock in it,
1156,PUT%20IT%20IN.wav,cat,put insert,when did you put it in,
1157,PUT%20OUT%20CIG.wav,unknown man,cigarette cough ,excuse me putting out a cigarette,
1158,QUALITY%20RADIO-STRAUSS.mp3,joe strauss,quality radio strauss,thats some quality radio there brother,
1159,QUEEN%20OF%20MISINFORMATION.mp3,unknown man,queen misinformation,once again you are the queen of misinformation doug,
1160,QUESTION.mp3,willy,question,it was a question,
1161,QUESTIONING%20DOUG.mp3,larry nickel,larry know,how would you know doug,
1162,QUICK%20QUOTE.mp3,charlie,quote journalism interview,can I get a quick quote,
1163,QUIT%20TICKLING.wav,cat,tickling cat,quite tickling me,
1164,QUITE%20A%20PACKAGE.wav,doug,package,quite a package,
1165,RAGGING%20HARD%20ON.mp3,tim,hard on boner raging,I have a raging hard on right now,
1166,RAIDERS%20TO%20STL.mp3,cat,raiders rams nfl ,breaking news the raiders are headed to st. louis,
1167,RAINBOW%20OUT%20YOUR%20MOUTH.mp3,tawny,rainbow tawny,rainbow coming out of your mouth,
1168,RAININ%20MEN.wav,cat,raining men,its raining men,
1169,RAISING%20CANES.wav,cat,raisning canes cluck,cluck cluck spend a buck,
1170,RALLY%20HOOSIER.mp3,tim,rally hoosier,the rally hoosier,
1171,RAM%20UP.wav,unknown man,ram,ram up,
1172,RAMS%20UP%20ASS.mp3,tim,rams kroenke ,doug I think that stan kroenke should move the rams right up my butt because it would feel good,
1173,"RANK%20'EM,%20GO.wav",charlie,rank rankings charlie,rank em go,
1174,RAW%20THIS%20MORNING.mp3,unknown man,raw,whoo im a little raw this morning,
1175,RE-POP.mp3,tim,pop,you dont repop do you,
1176,READ%20BOOKS-SMART%20THINGS.mp3,unknown woman,read smart,I like to read books and talk smart things too,
1177,REALLY%20(MO).mp3,john mozeliak,really mozeliak,really,
1178,REALLY%20BULLISH.wav,tim,bullish,really bullish,
1179,REALLY%20LONG.mp3,cat,long shrub,it was really long,
1180,REBECCA%20LE%20BONME.mp3,tim,bone,rebecca le bone me,
1181,REC%20TOMMY%20JOHN.wav,doug,tommy surgery,recreational tommy john surgery,
1182,RECEIVING%20ROBIN%20FEEDING.wav,cat,robin feeding,if theres any robin feeding you will be receiving,
1183,RECREATIONAL%20DRUGS.wav,doug,grades drugs,the key to getting good grades in college is getting on recreational drugs,
1184,RED%20DRESS.mp3,mike lee,dress mike lee,she going to wear a red dress too,
1185,REDNECK%20HOOSIER.mp3,jimmy the bull,redneck hoosier jimmy punk,what he really is is a punk redneck hoosier,
1186,REDUNKULOUS.wav,frank cusumano,frank redic,redunkulous,
1187,REGRETS....mp3,tim,regrets,regrets ive had a few,
1188,RELAX%20DOUG.wav,unknown man,relax,relax doug,
1189,REMARKABLE-MO.mp3,cat,remarkable mo,pretty remarkable that youre still on this show I agree,
1190,REMOVE%20GENITALS.wav,unknown man,remove genitals balls,I decided to remove my genitals completely,
1191,RESPECT%20THE%20NAME.mp3,unknown man,respect,respect the name doug respect the name,
1192,RESPECT.wav,jeff fisher,fisher rams respect,I think weve earned a bit of respect,
1193,RETWEET%20IT.mp3,tim,retweet ,it would have been awesome if he retweeted it,
1194,RIC%20FLAIR.wav,Ric Flair,Ric Flair ,whoooooo whooooo,
1195,RICH%20-%20HEY%20DOUG.wav,Rich from Maryland Heights,Rich,hey whats going on doug,
1196,RICH%20WHITE%20WOMEN.mp3,jay jr,jay rich white women,its refreshing to see rich white women,
1197,RIDIC%20BANTER.wav,kay adams,banter key  inappropriate banter,rediciously inappropriate banter,
1198,RIGHT-CHAD.mp3,unknown man,right,right,
1199,RIGHT.wav,tim,right ,right,
1200,RIGHTS%20HOLDER%20RADIO-STRAUSS.mp3,joe strauss,rights holder radio strauss,rights holder radio,
1201,RIGITONI%20MARINARA.mp3,dick vitale,rigitoni marinara tournament pasta italian,were talking rigitoni marinara,
1202,RIPPED%20FOR%20LADIES.wav,Rich from Maryland Heights,ripped rich swole,get ripped up for the ladies,
1203,RIPPIN%20N'%20STRIPPIN.mp3,dennis hof,hof ripping stripping bunny,rippin and strippin partner,
1204,RIVETING%20TALK.wav,unknown man,riveting interrupt,sorry to interrupt your riveting talk there,
1205,ROAR.wav,unknown woman,roar,roar,
1206,ROBIN%20FEED%20THEN%20SEX.mp3,tim,robin feed sangria sex coitis ,so your going to robin feed me sangria soaked fruit and then engage in coitis with me,
1207,ROBIN%20FEED%20WITH%20YOU.wav,cat,robin feed brisket cat,mind if I stop by with some brisket and robin feed ya,
1208,ROOT%20ROOT.wav,cat,root rightsholder,I root root root for the home team,
1209,RUBBING%20LADY%20PARTS%20TOGETHER.mp3,katie kay,katie kay kkd trib scissor lesbian,is that where youre rubbing your lady bits together,
1210,RUMPLE%20FORESKIN.mp3,katie kay,kkd katie kay foreskin twitter,someone named rumple foreskin just followed me on twitter,
1211,Ravioli%20Head.mp3,unknown man,ravioli head,shutup ravioli head,
1212,Reporter%20terrified.wav,unknown man,news rooster cockerel scared,big black austrilian cockerel,
1213,Rudy%20HUH.wav,rudy,huh rudy,huh,
1214,SALT%20N%20SMOKE%20FIRE-TIMBERFAKE.mp3,timberfake,salt smoke fire brisket,I was at salt and smoke and they got some fire brisket there boy,
1215,SALTY%20RUB.mp3,jay jr,salty rub jay,salty rub,
